when,instance,improved,change,%,new_bks,prev_bks,who,beaten,prev_when,after_days
2018-12-01,rc2_6_5,distance,-81.2,-0.6246,12919.64,13000.84,SCR,NBD,2009-01-01,3621
2018-12-01,c1_8_6,distance,-290.4839,-1.0679,26911.9422,27202.4261,SCR,CAINIAO,2018-11-01,30
2018-12-01,c1_8_8,distance,-205.753,-0.7815,26121.6403,26327.3933,SCR,SCR,2018-11-01,30
2018-12-01,c2_8_4,distance,-2.2517,-0.0205,11007.8287,11010.0804,CAINIAO & SCR,SCR,2018-11-01,30
2018-12-01,r1_8_1,distance,-33.1058,-0.09,36769.5051,36802.6109,SCR,CAINIAO,2018-11-01,30
2018-12-01,r1_8_2,distance,-65.9203,-0.2035,32332.0112,32397.9315,SCR,CAINIAO,2018-11-01,30
2018-12-01,r1_8_4,distance,-17.4243,-0.0626,27795.7939,27813.2182,SCR,SCR,2018-11-01,30
2018-12-01,r1_8_5,distance,-58.5896,-0.1742,33567.7699,33626.3595,SCR,SCR,2018-11-01,30
2018-12-01,r1_8_6,distance,-6.5842,-0.0213,30958.8334,30965.4176,SCR,CAINIAO,2018-11-01,30
2018-12-01,r1_8_7,distance,-5.6759,-0.0197,28862.4933,28868.1692,SCR,SCR,2018-11-01,30
2018-12-01,r1_8_8,distance,-13.326,-0.0481,27674.502,27687.828,CAINIAO,SCR,2018-02-23,281
2018-12-01,r1_8_9,distance,-6.2383,-0.0193,32336.1569,32342.3952,SCR,CAINIAO,2018-11-01,30
2018-12-01,r1_8_10,distance,-10.0541,-0.0324,30984.437,30994.4911,CAINIAO & SCR,SCR,2018-11-01,30
2018-12-01,rc1_8_1,distance,-29.5327,-0.0962,30658.0865,30687.6192,CAINIAO,SCR,2018-11-01,30
2018-12-01,rc1_8_2,distance,-3.6155,-0.0127,28571.3825,28574.998,CAINIAO & SCR,SCR,2018-11-01,30
2018-12-01,rc1_8_3,distance,-19.3068,-0.0699,27588.4119,27607.7187,CAINIAO,SCR,2018-11-01,30
2018-12-01,rc1_8_4,distance,-46.1572,-0.1727,26686.9731,26733.1303,SCR,SCR,2018-11-01,30
2018-12-01,rc1_8_5,distance,-37.4262,-0.126,29670.2629,29707.6891,SCR,SCR,2018-11-01,30
2018-12-01,rc1_8_6,distance,-1.8087,-0.0061,29555.3766,29557.1853,SCR,SCR,2018-11-01,30
2018-12-01,rc1_8_7,distance,-12.9577,-0.0445,29083.7109,29096.6686,CAINIAO,SCR,2018-11-01,30
2018-12-01,rc1_8_9,distance,-36.6674,-0.1278,28643.588,28680.2554,SCR,SCR,2018-11-01,30
2018-12-01,c1_10_7,distance,-23.849,-0.055,43372.0314,43395.8804,SCR,Q,2018-03-19,257
2018-12-01,c2_10_3,distance,-0.6042,-0.0036,16829.4747,16830.0789,CAINIAO & SCR,SCR,2018-11-01,30
2018-12-01,c2_10_4,distance,-5.8494,-0.0375,15607.478,15613.3274,SCR,SCR,2018-11-01,30
2018-12-01,r1_10_2,distance,-79.9649,-0.1646,48511.2069,48591.1718,SCR,CAINIAO,2018-11-01,30
2018-12-01,r1_10_3,distance,-31.8714,-0.0711,44815.0139,44846.8853,SCR,SCR,2018-11-01,30
2018-12-01,r1_10_4,distance,-3.1482,-0.0074,42529.2754,42532.4236,CAINIAO,SCR,2018-11-01,30
2018-12-01,r1_10_5,distance,-27.6175,-0.0546,50547.1087,50574.7262,SCR,CAINIAO,2018-11-01,30
2018-12-01,r1_10_6,distance,-2.8212,-0.006,47055.3864,47058.2076,SCR,SCR,2018-11-01,30
2018-12-01,r1_10_7,distance,-8.7831,-0.0199,44113.583,44122.3661,CAINIAO & SCR,SCR,2018-11-01,30
2018-12-01,r1_10_8,distance,-4.136,-0.0098,42362.5613,42366.6973,CAINIAO,SCR,2018-11-01,30
2018-12-01,r1_10_9,distance,-40.0718,-0.0812,49334.5823,49374.6541,SCR,SCR,2018-11-01,30
2018-12-01,r1_10_10,distance,-34.7808,-0.0732,47492.3313,47527.1121,SCR,CAINIAO,2018-11-01,30
2018-12-01,r2_10_6,distance,-0.1731,-0.0006,29998.4426,29998.6157,CAINIAO,SCR,2018-11-01,30
2018-12-01,r2_10_8,distance,-11.3457,-0.065,17453.1526,17464.4983,CAINIAO,CAINIAO,2018-09-27,65
2018-12-01,rc1_10_1,distance,-49.5862,-0.1078,45933.1007,45982.6869,CAINIAO,SCR,2018-11-01,30
2018-12-01,rc1_10_2,distance,-19.6765,-0.0449,43832.0315,43851.708,SCR,SCR,2018-11-01,30
2018-12-01,rc1_10_3,distance,-19.5139,-0.0462,42242.0339,42261.5478,SCR,SCR,2018-11-01,30
2018-12-01,rc1_10_4,distance,-0.247,-0.0006,41436.9712,41437.2182,SCR,SCR,2018-11-01,30
2018-12-01,rc1_10_5,distance,-4.4457,-0.0098,45137.9845,45142.4302,CAINIAO,SCR,2018-11-01,30
2018-12-01,rc1_10_6,distance,-3.1605,-0.007,44987.2664,44990.4269,CAINIAO,SCR,2018-11-01,30
2018-12-01,rc1_10_7,distance,-16.1867,-0.0363,44569.7024,44585.8891,SCR,CAINIAO,2018-11-01,30
2018-12-01,rc1_10_8,distance,-9.6351,-0.0219,44021.5604,44031.1955,CAINIAO,CAINIAO,2018-11-01,30
2018-12-01,rc1_10_9,distance,-39.5827,-0.0899,43992.3827,44031.9654,CAINIAO,SCR,2018-11-01,30
2018-12-01,rc1_10_10,distance,-68.7189,-0.1574,43598.452,43667.1709,SCR,SCR,2018-11-01,30
2018-12-01,rc2_10_1,distance,-0.4675,-0.0015,30276.271,30276.7385,CAINIAO,SCR,2018-07-02,152
2018-12-01,rc2_10_3,distance,-2.7229,-0.0137,19914.3124,19917.0353,SCR,CAINIAO,2018-11-01,30
2018-12-01,rc2_10_4,distance,-1.3112,-0.0084,15693.759,15695.0702,SCR,SCR,2018-11-01,30
2018-12-01,rc2_10_7,distance,-26.2135,-0.1046,25031.8318,25058.0453,SCR,CAINIAO,2018-09-27,65
2018-12-01,rc2_10_8,distance,-10.3423,-0.0438,23609.7423,23620.0846,SCR,SCR,2018-11-01,30
2018-12-01,rc2_10_9,distance,-10.1573,-0.0442,22945.5575,22955.7148,CAINIAO,SCR,2018-11-01,30
2018-11-01,c2_4_8,distance,-11.7073,-0.2754,4239.3958,4251.1031,SCR,SCR,2018-05-23,162
2018-11-01,r1_4_2,distance,-8.9941,-0.101,8898.1482,8907.1423,CAINIAO & SCR,SCR,2018-03-06,240
2018-11-01,r1_4_9,distance,-2.0973,-0.0241,8694.7805,8696.8778,SCR,Q,2016-12-23,678
2018-11-01,r2_4_5,distance,-1.0913,-0.0153,7127.8344,7128.9257,CAINIAO & SCR,JNMB2,2016-05-13,902
2018-11-01,rc1_4_1,distance,-1.6045,-0.0187,8572.3602,8573.9647,SCR,Q,2016-06-22,862
2018-11-01,rc1_4_9,distance,-0.4588,-0.0059,7733.3542,7733.813,CAINIAO,Q,2017-10-03,394
2018-11-01,c1_6_6,distance,-0.3776,-0.0024,15847.2362,15847.6138,CAINIAO,Q,2017-01-26,644
2018-11-01,c1_6_7,distance,-10.1699,-0.0646,15742.7843,15752.9542,SCR,Q,2017-01-26,644
2018-11-01,c2_6_2,distance,-1.1716,-0.0142,8260.1969,8261.3685,SCR,CAINIAO,2018-10-01,31
2018-11-01,r1_6_2,distance,-58.0575,-0.3104,18646.9463,18705.0038,SCR,SCR,2018-04-17,198
2018-11-01,r1_6_3,distance,-33.866,-0.1997,16922.567,16956.433,SCR,EOE,2016-10-31,731
2018-11-01,r1_6_4,distance,-4.4888,-0.0285,15766.0079,15770.4967,SCR,SCR,2018-05-08,177
2018-11-01,r1_6_5,distance,-14.6073,-0.0751,19428.9539,19443.5612,CAINIAO,SCR,2018-05-04,181
2018-11-01,r1_6_6,distance,-35.5438,-0.199,17829.0438,17864.5876,SCR,SCR,2018-05-08,177
2018-11-01,r1_6_7,distance,-12.047,-0.0728,16532.6408,16544.6878,SCR,SCR,2018-04-05,210
2018-11-01,r1_6_8,distance,-1.2509,-0.008,15621.5311,15622.782,CAINIAO,SCR,2018-04-12,203
2018-11-01,r1_6_9,distance,-61.2883,-0.3288,18575.9469,18637.2352,SCR,SCR,2018-03-29,217
2018-11-01,r1_6_10,distance,-101.4408,-0.5721,17629.6171,17731.0579,SCR,SCR,2018-03-29,217
2018-11-01,r2_6_2,distance,-5.8724,-0.0398,14762.6338,14768.5062,CAINIAO,CAINIAO,2018-10-01,31
2018-11-01,r2_6_4,distance,-1.0534,-0.0131,8016.6883,8017.7417,SCR,SCR,2018-08-13,80
2018-11-01,r2_6_5,distance,-14.0468,-0.0931,15067.3418,15081.3886,SCR,CAINIAO,2018-10-01,31
2018-11-01,r2_6_6,distance,-0.7312,-0.0059,12498.2713,12499.0025,SCR,CAINIAO,2018-10-01,31
2018-11-01,r2_6_8,distance,-0.7743,-0.0102,7571.9905,7572.7648,SCR,Q,2017-07-03,486
2018-11-01,r2_6_10,distance,-27.8462,-0.2277,12202.2813,12230.1275,SCR,SCR,2018-09-09,53
2018-11-01,rc1_6_1,distance,-24.0125,-0.1411,16990.1537,17014.1662,SCR,SCR,2017-09-29,398
2018-11-01,rc1_6_2,distance,-6.051,-0.038,15914.7035,15920.7545,CAINIAO,Q,2016-12-23,678
2018-11-01,rc1_6_5,distance,-2.2232,-0.0134,16564.0124,16566.2356,CAINIAO,Q,2016-12-23,678
2018-11-01,rc2_6_4,distance,-3.0538,-0.0432,7061.8381,7064.8919,CAINIAO,CAINIAO,2018-09-27,35
2018-11-01,rc2_6_6,distance,-0.9003,-0.0076,11914.3459,11915.2462,SCR,SCR,2018-10-01,31
2018-11-01,rc2_6_7,distance,-2.0847,-0.0195,10712.7822,10714.8669,SCR,CAINIAO & SCR,2018-10-01,31
2018-11-01,rc2_6_8,distance,-3.6939,-0.037,9990.4032,9994.0971,CAINIAO,CAINIAO,2018-09-27,35
2018-11-01,c1_8_2,distance,-37.4247,-0.1407,26554.4446,26591.8693,CAINIAO,Q,2017-06-29,490
2018-11-01,c1_8_3,distance,-6.8593,-0.0283,24242.4859,24249.3452,SCR,Q,2017-06-29,490
2018-11-01,c1_8_6,distance,-0.2781,-0.001,27202.4261,27202.7042,CAINIAO,Q,2014-09-15,1508
2018-11-01,c1_8_7,distance,-6.0666,-0.0229,26480.0734,26486.14,SCR,Q,2015-11-25,1072
2018-11-01,c1_8_8,distance,-356.6302,-1.3365,26327.3933,26684.0235,SCR,Q,2014-10-09,1484
2018-11-01,c2_8_1,distance,-15.6406,-0.1339,11662.0794,11677.72,SCR,GH,2001-01-01,6513
2018-11-01,c2_8_4,distance,-142.8852,-1.2811,11010.0804,11152.9656,SCR,CAINIAO,2018-10-01,31
2018-11-01,c2_8_6,distance,-145.762,-1.1773,12235.2993,12381.0613,SCR,SCR,2018-09-20,42
2018-11-01,r1_8_1,distance,-19.5445,-0.0531,36802.6109,36822.1554,CAINIAO,SCR,2018-03-01,245
2018-11-01,r1_8_2,distance,-87.8811,-0.2705,32397.9315,32485.8126,CAINIAO,SCR,2018-05-04,181
2018-11-01,r1_8_3,distance,-1.82,-0.0062,29359.7748,29361.5948,CAINIAO,SCR,2018-03-13,233
2018-11-01,r1_8_4,distance,-1668.4818,-5.6594,27813.2182,29481.7,SCR,BVH,2001-01-01,6513
2018-11-01,r1_8_5,distance,-19.3939,-0.0576,33626.3595,33645.7534,SCR,SCR,2018-10-01,31
2018-11-01,r1_8_6,distance,-2.4402,-0.0079,30965.4176,30967.8578,CAINIAO,SCR,2018-05-29,156
2018-11-01,r1_8_7,distance,-30.7254,-0.1063,28868.1692,28898.8946,SCR,SCR,2018-02-23,251
2018-11-01,r1_8_9,distance,-16.0433,-0.0496,32342.3952,32358.4385,CAINIAO,SCR,2018-01-03,302
2018-11-01,r1_8_10,distance,-36.7818,-0.1185,30994.4911,31031.2729,SCR,SCR,2018-01-16,289
2018-11-01,r2_8_4,distance,-4.4262,-0.0335,13192.3188,13196.745,SCR,SCR,2018-07-12,112
2018-11-01,r2_8_5,distance,-4.3262,-0.0178,24254.999,24259.3252,SCR,CAINIAO,2018-09-19,43
2018-11-01,r2_8_7,distance,-24.5398,-0.1475,16607.169,16631.7088,SCR,CAINIAO,2018-10-01,31
2018-11-01,r2_8_9,distance,-1.6512,-0.0074,22291.4856,22293.1368,SCR,CAINIAO & SCR,2018-10-01,31
2018-11-01,rc1_8_1,distance,-219.6461,-0.7107,30687.6192,30907.2653,SCR,SCR,2018-06-07,147
2018-11-01,rc1_8_2,distance,-141.3432,-0.4922,28574.998,28716.3412,SCR,SCR,2018-04-19,196
2018-11-01,rc1_8_3,distance,-69.3768,-0.2507,27607.7187,27677.0955,SCR,SCR,2018-06-12,142
2018-11-01,rc1_8_4,distance,-28.9533,-0.1082,26733.1303,26762.0836,SCR,SCR,2018-09-10,52
2018-11-01,rc1_8_5,distance,-88.9831,-0.2986,29707.6891,29796.6722,SCR,SCR,2017-11-21,345
2018-11-01,rc1_8_6,distance,-171.874,-0.5781,29557.1853,29729.0593,SCR,SCR,2018-10-01,31
2018-11-01,rc1_8_7,distance,-179.8652,-0.6144,29096.6686,29276.5338,SCR,SCR,2017-07-24,465
2018-11-01,rc1_8_8,distance,-128.9964,-0.4479,28668.3901,28797.3865,SCR,SCR,2017-07-11,478
2018-11-01,rc1_8_9,distance,-60.1888,-0.2094,28680.2554,28740.4442,SCR,SCR,2017-07-24,465
2018-11-01,rc1_8_10,distance,-46.85,-0.1645,28427.5006,28474.3506,SCR,SCR,2017-10-16,381
2018-11-01,rc2_8_5,distance,-3.4108,-0.0179,19089.2805,19092.6913,CAINIAO,CAINIAO,2018-10-01,31
2018-11-01,rc2_8_10,distance,-0.5764,-0.004,14411.8069,14412.3833,SCR,CAINIAO,2018-09-19,43
2018-11-01,c1_10_2,distance,-2.7747,-0.0066,42222.9555,42225.7302,CAINIAO,SCR,2018-09-13,49
2018-11-01,c1_10_8,distance,-369.2789,-0.8582,42660.6959,43029.9748,SCR,Q,2016-09-05,787
2018-11-01,c1_10_9,distance,-12.4542,-0.0309,40341.0611,40353.5153,SCR,SCR,2018-01-23,282
2018-11-01,c2_10_3,distance,-47.3091,-0.2803,16830.0789,16877.388,SCR,CAINIAO,2018-10-01,31
2018-11-01,c2_10_4,distance,-38.8994,-0.2485,15613.3274,15652.2268,SCR,CAINIAO,2018-10-01,31
2018-11-01,c2_10_6,distance,-56.6248,-0.3347,16863.7061,16920.3309,SCR,BC4,2012-04-05,2401
2018-11-01,c2_10_7,distance,-188.0479,-1.0558,17622.6357,17810.6836,SCR,CAINIAO,2018-10-01,31
2018-11-01,c2_10_8,distance,-64.8878,-0.3914,16512.4312,16577.319,SCR,VCGP,2012-07-31,2284
2018-11-01,c2_10_9,distance,-0.4664,-0.0029,16363.943,16364.4094,SCR,CAINIAO,2018-10-01,31
2018-11-01,c2_10_10,distance,-3.2916,-0.0206,15937.4475,15940.7391,SCR,CAINIAO,2018-10-01,31
2018-11-01,r1_10_2,distance,-5.8177,-0.012,48591.1718,48596.9895,CAINIAO,SCR,2018-03-29,217
2018-11-01,r1_10_3,distance,-88.9146,-0.1979,44846.8853,44935.7999,SCR,SCR,2018-03-23,223
2018-11-01,r1_10_4,distance,-71.362,-0.1675,42532.4236,42603.7856,SCR,SCR,2018-04-17,198
2018-11-01,r1_10_5,distance,-42.0026,-0.083,50574.7262,50616.7288,CAINIAO,SCR,2018-07-12,112
2018-11-01,r1_10_6,distance,-22.6656,-0.0481,47058.2076,47080.8732,SCR,SCR,2018-10-01,31
2018-11-01,r1_10_7,distance,-49.3495,-0.1117,44122.3661,44171.7156,SCR,SCR,2018-04-19,196
2018-11-01,r1_10_8,distance,-43.9158,-0.1035,42366.6973,42410.6131,SCR,SCR,2018-09-10,52
2018-11-01,r1_10_9,distance,-121.709,-0.2459,49374.6541,49496.3631,SCR,SCR,2018-04-17,198
2018-11-01,r1_10_10,distance,-95.9323,-0.2014,47527.1121,47623.0444,CAINIAO,SCR,2018-05-04,181
2018-11-01,r2_10_2,distance,-1.8417,-0.0055,33411.2098,33413.0515,SCR,SCR,2018-10-01,31
2018-11-01,r2_10_3,distance,-10.9632,-0.044,24916.8843,24927.8475,SCR,CAINIAO,2018-10-01,31
2018-11-01,r2_10_4,distance,-24.1021,-0.1348,17856.0079,17880.11,SCR,NBD,2009-01-01,3591
2018-11-01,r2_10_5,distance,-14.7358,-0.0407,36216.0541,36230.7899,SCR,CAINIAO,2018-10-01,31
2018-11-01,r2_10_6,distance,-29.3074,-0.0976,29998.6157,30027.9231,SCR,SCR,2018-10-01,31
2018-11-01,r2_10_7,distance,-15.1073,-0.065,23219.7627,23234.87,SCR,CAINIAO,2018-09-24,38
2018-11-01,r2_10_10,distance,-7.7492,-0.0256,30207.4894,30215.2386,SCR,NB,2014-09-09,1514
2018-11-01,rc1_10_1,distance,-93.0,-0.2018,45982.6869,46075.6869,SCR,SCR,2018-04-03,212
2018-11-01,rc1_10_2,distance,-52.6515,-0.1199,43851.708,43904.3595,SCR,SCR,2018-10-01,31
2018-11-01,rc1_10_3,distance,-86.2778,-0.2037,42261.5478,42347.8256,SCR,SCR,2017-09-04,423
2018-11-01,rc1_10_4,distance,-70.0509,-0.1688,41437.2182,41507.2691,SCR,SCR,2017-09-04,423
2018-11-01,rc1_10_5,distance,-170.9534,-0.3773,45142.4302,45313.3836,SCR,SCR,2017-09-11,416
2018-11-01,rc1_10_6,distance,-82.8475,-0.1838,44990.4269,45073.2744,SCR,SCR,2018-05-08,177
2018-11-01,rc1_10_7,distance,-18.4467,-0.0414,44585.8891,44604.3358,CAINIAO,SCR,2017-09-11,416
2018-11-01,rc1_10_8,distance,-0.5497,-0.0012,44031.1955,44031.7452,CAINIAO,SCR,2018-05-08,177
2018-11-01,rc1_10_9,distance,-34.1908,-0.0776,44031.9654,44066.1562,SCR,SCR,2018-04-19,196
2018-11-01,rc1_10_10,distance,-12.4421,-0.0285,43667.1709,43679.613,SCR,SCR,2017-09-11,416
2018-11-01,rc2_10_2,distance,-10.5675,-0.0405,26104.086,26114.6535,SCR,SCR,2018-10-01,31
2018-11-01,rc2_10_3,distance,-8.5736,-0.043,19917.0353,19925.6089,CAINIAO,SCR,2018-10-01,31
2018-11-01,rc2_10_4,distance,-19.5464,-0.1244,15695.0702,15714.6166,SCR,CAINIAO,2018-09-27,35
2018-11-01,rc2_10_5,distance,-27.5667,-0.1017,27074.9841,27102.5508,SCR,CAINIAO,2018-10-01,31
2018-11-01,rc2_10_8,distance,-18.906,-0.08,23620.0846,23638.9906,SCR,CAINIAO,2018-10-01,31
2018-11-01,rc2_10_9,distance,-12.6286,-0.055,22955.7148,22968.3434,SCR,CAINIAO,2018-10-01,31
2018-11-01,rc2_10_10,distance,-6.27,-0.0287,21853.6168,21859.8868,CAINIAO,SCR,2018-10-01,31
2018-10-26,r1_6_1,distance,-472.5139,-2.1601,21402.5261,21875.04,SCR,GH,2001-01-01,6507
2018-10-01,c2_6_2,distance,-3.546,-0.0429,8261.3685,8264.9145,CAINIAO,BC4,2012-04-05,2370
2018-10-01,c2_6_9,distance,-9.5737,-0.1209,7911.6091,7921.1828,CAINIAO,Q,2017-07-06,452
2018-10-01,r2_6_1,distance,-1.2137,-0.0067,18205.5834,18206.7971,CAINIAO,VCGP,2012-07-31,2253
2018-10-01,r2_6_2,distance,-3.8691,-0.0262,14768.5062,14772.3753,CAINIAO,SCR,2018-09-08,23
2018-10-01,r2_6_5,distance,-8.2366,-0.0546,15081.3886,15089.6252,CAINIAO,SCR,2018-08-16,46
2018-10-01,r2_6_6,distance,-0.2319,-0.0019,12499.0025,12499.2344,CAINIAO,SCR,2018-08-19,43
2018-10-01,rc2_6_3,distance,-1.4471,-0.0153,9438.9451,9440.3922,CAINIAO,CAINIAO,2018-09-19,12
2018-10-01,rc2_6_6,distance,-18.6385,-0.1562,11915.2462,11933.8847,SCR,BC4,2012-04-05,2370
2018-10-01,rc2_6_7,distance,-6.1909,-0.0577,10714.8669,10721.0578,CAINIAO & SCR,CAINIAO,2018-09-27,4
2018-10-01,c2_8_4,distance,-1.4397,-0.0129,11152.9656,11154.4053,CAINIAO,VCGP,2012-07-31,2253
2018-10-01,r1_8_5,distance,-17.8586,-0.0531,33645.7534,33663.612,SCR,SCR,2018-05-10,144
2018-10-01,r2_8_6,distance,-13.2141,-0.0647,20424.1499,20437.364,SCR,CAINIAO,2018-09-19,12
2018-10-01,r2_8_7,distance,-0.0607,-0.0004,16631.7088,16631.7695,CAINIAO,SCR,2018-06-22,101
2018-10-01,r2_8_9,distance,-7.7276,-0.0347,22293.1368,22300.8644,CAINIAO & SCR,SCR,2018-09-27,4
2018-10-01,rc1_8_6,distance,-121.732,-0.4078,29729.0593,29850.7913,SCR,SCR,2017-07-24,434
2018-10-01,rc2_8_5,distance,-3.1401,-0.0164,19092.6913,19095.8314,CAINIAO,CAINIAO,2018-09-19,12
2018-10-01,rc2_8_9,distance,-1.396,-0.0091,15333.5861,15334.9821,SCR,CAINIAO,2018-09-14,17
2018-10-01,c2_10_3,distance,-6.6895,-0.0396,16877.388,16884.0775,CAINIAO,BC4,2012-04-05,2370
2018-10-01,c2_10_4,distance,-4.5308,-0.0289,15652.2268,15656.7576,CAINIAO,VCGP,2012-07-31,2253
2018-10-01,c2_10_7,distance,-71.7357,-0.4012,17810.6836,17882.4193,CAINIAO,BC4,2012-04-05,2370
2018-10-01,c2_10_9,distance,-6.0272,-0.0368,16364.4094,16370.4366,CAINIAO,NB,2014-09-09,1483
2018-10-01,c2_10_10,distance,-2.5989,-0.0163,15940.7391,15943.338,CAINIAO,Q,2016-07-08,815
2018-10-01,r1_10_6,distance,-101.9122,-0.216,47080.8732,47182.7854,SCR,SCR,2018-03-29,186
2018-10-01,r2_10_2,distance,-36.1652,-0.1081,33413.0515,33449.2167,SCR,SCR,2018-04-19,165
2018-10-01,r2_10_3,distance,-0.1377,-0.0006,24927.8475,24927.9852,CAINIAO,CAINIAO,2018-09-19,12
2018-10-01,r2_10_5,distance,-1.3894,-0.0038,36230.7899,36232.1793,CAINIAO,NB,2014-09-09,1483
2018-10-01,r2_10_6,distance,-32.1275,-0.1069,30027.9231,30060.0506,SCR,CAINIAO,2018-09-24,7
2018-10-01,r2_10_9,distance,-0.5288,-0.0016,32995.7087,32996.2375,CAINIAO,CAINIAO,2018-09-25,6
2018-10-01,rc1_10_2,distance,-66.7697,-0.1518,43904.3595,43971.1292,SCR,SCR,2017-09-04,392
2018-10-01,rc2_10_2,distance,-73.8293,-0.2819,26114.6535,26188.4828,SCR,SCR,2018-04-12,172
2018-10-01,rc2_10_3,distance,-70.5659,-0.3529,19925.6089,19996.1748,SCR,SCR,2017-11-21,314
2018-10-01,rc2_10_5,distance,-0.6862,-0.0025,27102.5508,27103.237,CAINIAO,CAINIAO,2018-09-27,4
2018-10-01,rc2_10_8,distance,-9.9194,-0.0419,23638.9906,23648.91,CAINIAO,SCR,2018-09-26,5
2018-10-01,rc2_10_9,distance,-0.1624,-0.0007,22968.3434,22968.5058,CAINIAO,CAINIAO,2018-09-27,4
2018-10-01,rc2_10_10,distance,-0.6817,-0.0031,21859.8868,21860.5685,SCR,SCR,2018-09-26,5
2018-09-27,rc2_6_4,distance,-0.5434,-0.0077,7064.8919,7065.4353,CAINIAO,CAINIAO,2018-09-21,6
2018-09-27,rc2_6_7,distance,-1.6171,-0.0151,10721.0578,10722.6749,CAINIAO,SCR,2018-07-23,66
2018-09-27,rc2_6_8,distance,-0.1087,-0.0011,9994.0971,9994.2058,CAINIAO,CAINIAO,2018-09-19,8
2018-09-27,rc2_6_10,distance,-0.1222,-0.0013,9059.3896,9059.5118,CAINIAO,CAINIAO,2018-09-19,8
2018-09-27,r2_8_9,distance,-6.233,-0.0279,22300.8644,22307.0974,SCR,CAINIAO,2018-09-19,8
2018-09-27,r2_10_8,distance,-0.0449,-0.0003,17464.4983,17464.5432,CAINIAO,CAINIAO,2018-09-19,8
2018-09-27,rc2_10_4,distance,-0.0177,-0.0001,15714.6166,15714.6343,CAINIAO,CAINIAO,2018-09-19,8
2018-09-27,rc2_10_5,distance,-0.4606,-0.0017,27103.237,27103.6976,CAINIAO,CAINIAO,2018-09-24,3
2018-09-27,rc2_10_6,distance,-0.1759,-0.0007,26741.2658,26741.4417,CAINIAO,CAINIAO,2018-09-25,2
2018-09-27,rc2_10_7,distance,-1.717,-0.0069,25058.0453,25059.7623,CAINIAO,CAINIAO,2018-09-22,5
2018-09-27,rc2_10_9,distance,-2.6314,-0.0115,22968.5058,22971.1372,CAINIAO,CAINIAO,2018-09-19,8
2018-09-26,rc2_8_4,distance,-1.9627,-0.0178,10999.0286,11000.9913,CAINIAO,CAINIAO,2018-09-19,7
2018-09-26,rc2_8_8,distance,-0.0491,-0.0003,15759.1384,15759.1875,CAINIAO,CAINIAO,2018-09-19,7
2018-09-26,rc2_10_8,distance,-0.4802,-0.002,23648.91,23649.3902,SCR,CAINIAO,2018-09-19,7
2018-09-26,rc2_10_10,distance,-24.8461,-0.1135,21861.0637,21885.9098,SCR,CAINIAO,2018-09-19,7
2018-09-26,rc2_10_10,distance,-0.4952,-0.0023,21860.5685,21861.0637,SCR,SCR,2018-09-26,0
2018-09-25,rc2_8_3,distance,-1.2609,-0.0087,14427.3928,14428.6537,SCR,CAINIAO,2018-09-19,6
2018-09-25,rc2_8_7,distance,-1.5035,-0.0089,16817.4592,16818.9627,SCR,CAINIAO,2018-09-19,6
2018-09-25,r2_10_9,distance,-6.1235,-0.0186,32996.2375,33002.361,CAINIAO,NB,2014-09-09,1477
2018-09-25,rc2_10_6,distance,-7.3993,-0.0277,26741.4417,26748.841,CAINIAO,SCR,2018-05-08,140
2018-09-24,r2_10_6,distance,-10.0398,-0.0334,30060.0506,30070.0904,CAINIAO,SCR,2018-01-05,262
2018-09-24,r2_10_7,distance,-5.6918,-0.0245,23234.87,23240.5618,CAINIAO,SCR,2018-08-07,48
2018-09-24,rc2_10_5,distance,-1.0989,-0.0041,27103.6976,27104.7965,CAINIAO,SCR,2018-05-04,143
2018-09-22,rc2_10_7,distance,-0.1108,-0.0004,25059.7623,25059.8731,CAINIAO,SCR,2018-05-15,130
2018-09-21,rc2_6_4,distance,-0.282,-0.004,7065.4353,7065.7173,CAINIAO,Q,2017-11-15,310
2018-09-20,c2_6_3,distance,-3.5207,-0.0468,7517.1407,7520.6614,SCR,Q,2017-06-29,448
2018-09-20,c2_8_6,distance,-170.0259,-1.3547,12381.0613,12551.0872,SCR,Q,2015-03-09,1291
2018-09-19,rc2_6_3,distance,-4.599,-0.0487,9440.3922,9444.9912,CAINIAO,VCGP,2012-07-31,2241
2018-09-19,rc2_6_8,distance,-13.6142,-0.136,9994.2058,10007.82,CAINIAO,NBD,2009-01-01,3548
2018-09-19,rc2_6_9,distance,-1.1091,-0.0116,9574.9864,9576.0955,CAINIAO,SCR,2018-08-22,28
2018-09-19,rc2_6_10,distance,-9.8982,-0.1091,9059.5118,9069.41,CAINIAO,NBD,2009-01-01,3548
2018-09-19,r2_8_5,distance,-17.0426,-0.0702,24259.3252,24276.3678,CAINIAO,SCR,2018-03-13,190
2018-09-19,r2_8_6,distance,-25.8197,-0.1262,20437.364,20463.1837,CAINIAO,SCR,2018-06-26,85
2018-09-19,r2_8_9,distance,-19.1119,-0.0856,22307.0974,22326.2093,CAINIAO,SCR,2018-06-18,93
2018-09-19,r2_8_10,distance,-15.1803,-0.0745,20358.6072,20373.7875,CAINIAO,SCR,2018-06-08,103
2018-09-19,rc2_8_2,distance,-18.1801,-0.1001,18151.9514,18170.1315,CAINIAO,SCR,2018-07-02,79
2018-09-19,rc2_8_3,distance,-2.4578,-0.017,14428.6537,14431.1115,CAINIAO,SCR,2018-05-17,125
