when,instance,improved,change,%,new_bks,prev_bks,who,beaten,prev_when,after_days
2018-09-19,rc2_8_4,distance,-5.5649,-0.0506,11000.9913,11006.5562,CAINIAO,VCGP,2012-07-31,2241
2018-09-19,rc2_8_5,distance,-24.1426,-0.1263,19095.8314,19119.974,CAINIAO,SCR,2018-05-23,119
2018-09-19,rc2_8_6,distance,-2.9903,-0.0165,18143.042,18146.0323,CAINIAO,NBD,2009-01-01,3548
2018-09-19,rc2_8_7,distance,-22.1604,-0.1316,16818.9627,16841.1231,CAINIAO,SCR,2018-06-13,98
2018-09-19,rc2_8_8,distance,-31.0204,-0.1965,15759.1875,15790.2079,CAINIAO,SCR,2018-06-18,93
2018-09-19,rc2_8_10,distance,-21.0136,-0.1456,14412.3833,14433.3969,CAINIAO,CAINIAO,2018-09-14,5
2018-09-19,r2_10_3,distance,-0.9158,-0.0037,24927.9852,24928.901,CAINIAO,SCR,2018-07-30,51
2018-09-19,r2_10_8,distance,-21.258,-0.1216,17464.5432,17485.8012,CAINIAO,SCR,2018-08-13,37
2018-09-19,rc2_10_4,distance,-18.6167,-0.1183,15714.6343,15733.251,CAINIAO,SCR,2018-01-24,238
2018-09-19,rc2_10_8,distance,-59.8982,-0.2526,23649.3902,23709.2884,CAINIAO,NB,2014-09-09,1471
2018-09-19,rc2_10_9,distance,-34.696,-0.1508,22971.1372,23005.8332,CAINIAO,SCR,2018-06-28,83
2018-09-19,rc2_10_10,distance,-0.554,-0.0025,21885.9098,21886.4638,CAINIAO,SCR,2018-06-07,104
2018-09-18,r2_6_7,distance,-1.7727,-0.0176,10064.5635,10066.3362,SCR,VCGP,2012-07-31,2240
2018-09-14,rc2_8_9,distance,-17.8394,-0.1162,15334.9821,15352.8215,CAINIAO,SCR,2018-06-22,84
2018-09-14,rc2_8_10,distance,-0.6989,-0.0048,14433.3969,14434.0958,CAINIAO,SCR,2018-06-28,78
2018-09-13,c1_10_2,distance,-9.2712,-0.022,42225.7302,42235.0014,SCR,SCR,2018-09-12,1
2018-09-12,c1_10_2,distance,-12.0527,-0.0285,42235.0014,42247.0541,SCR,Q,2015-11-23,1024
2018-09-10,rc1_8_4,distance,-12.8435,-0.048,26762.0836,26774.9271,SCR,SCR,2017-07-17,420
2018-09-10,c1_10_10,distance,-4.5706,-0.0115,39852.4426,39857.0132,SCR,Q,2018-03-19,175
2018-09-10,r1_10_8,distance,-0.3069,-0.0007,42410.6131,42410.92,SCR,SCR,2018-07-23,49
2018-09-09,r2_6_10,distance,-23.3417,-0.1905,12230.1275,12253.4692,SCR,BC4,2012-04-05,2348
2018-09-08,c2_4_10,distance,-1.4735,-0.0385,3825.6735,3827.147,SCR,VCGP,2012-07-31,2230
2018-09-08,r2_6_2,distance,-6.8847,-0.0466,14772.3753,14779.26,SCR,NBD,2009-01-01,3537
2018-09-08,rc1_6_4,distance,-0.4822,-0.0033,14777.1897,14777.6719,SCR,Q,2016-12-23,624
2018-08-22,rc2_6_9,distance,-4.7745,-0.0498,9576.0955,9580.87,SCR,NBD,2009-01-01,3520
2018-08-19,r2_6_6,distance,-4.0256,-0.0322,12499.2344,12503.26,SCR,NBD,2009-01-01,3517
2018-08-16,r2_6_5,distance,-6.5795,-0.0436,15089.6252,15096.2047,SCR,BC4,2012-04-05,2324
2018-08-13,r2_6_4,distance,-0.8445,-0.0105,8017.7417,8018.5862,SCR,Q,2017-08-14,364
2018-08-13,r2_10_8,distance,-9.7136,-0.0555,17485.8012,17495.5148,SCR,NB,2014-09-09,1434
2018-08-07,r2_10_7,distance,-13.3282,-0.0573,23240.5618,23253.89,SCR,NBD,2009-01-01,3505
2018-07-30,r2_10_3,distance,-10.049,-0.0403,24928.901,24938.95,SCR,NBD,2009-01-01,3497
2018-07-23,r2_6_3,distance,-2.3123,-0.0207,11188.6977,11191.01,SCR,NBD,2009-01-01,3490
2018-07-23,rc2_6_7,distance,-2.1751,-0.0203,10722.6749,10724.85,SCR,NBD,2009-01-01,3490
2018-07-23,r1_10_8,distance,-41.592,-0.098,42410.92,42452.512,SCR,SCR,2017-09-18,308
2018-07-13,rc1_4_8,distance,-0.5458,-0.007,7772.5681,7773.1139,SCR,Q,2012-07-18,2186
2018-07-12,r2_8_4,distance,-9.355,-0.0708,13196.745,13206.1,SCR,NBD,2009-01-01,3479
2018-07-12,r1_10_5,distance,-259.4768,-0.51,50616.7288,50876.2056,SCR,SCR,2017-09-13,302
2018-07-09,r2_8_3,distance,-1442.4925,-7.534,17703.9875,19146.48,SCR,GH,2001-01-01,6398
2018-07-04,r2_8_8,distance,-2.956,-0.0234,12642.674,12645.63,SCR,NBD,2009-01-01,3471
2018-07-02,rc2_8_2,distance,-11.0085,-0.0605,18170.1315,18181.14,SCR,NBD,2009-01-01,3469
2018-07-02,rc2_10_1,distance,-1.7613,-0.0058,30276.7385,30278.4998,SCR,BC4,2012-04-05,2279
2018-06-28,rc2_8_10,distance,-5.0442,-0.0349,14434.0958,14439.14,SCR,NBD,2009-01-01,3465
2018-06-28,rc2_10_9,distance,-56.0678,-0.2431,23005.8332,23061.901,SCR,NB,2014-09-09,1388
2018-06-26,r2_8_6,distance,-16.2763,-0.0795,20463.1837,20479.46,SCR,NBD,2009-01-01,3463
2018-06-22,r2_8_7,distance,-45.5405,-0.2731,16631.7695,16677.31,SCR,NBD,2009-01-01,3459
2018-06-22,rc2_8_9,distance,-7.1723,-0.0467,15352.8215,15359.9938,SCR,BC4,2012-04-05,2269
2018-06-18,r2_8_9,distance,-9.3007,-0.0416,22326.2093,22335.51,SCR,NBD,2009-01-01,3455
2018-06-18,rc2_8_8,distance,-8.8221,-0.0558,15790.2079,15799.03,SCR,NBD,2009-01-01,3455
2018-06-13,rc2_8_7,distance,-2.8369,-0.0168,16841.1231,16843.96,SCR,NBD,2009-01-01,3450
2018-06-12,rc1_8_3,distance,-7.5778,-0.0274,27677.0955,27684.6733,SCR,SCR,2017-10-02,253
2018-06-08,r2_8_10,distance,-27.6825,-0.1357,20373.7875,20401.47,SCR,NBD,2009-01-01,3445
2018-06-07,rc1_8_1,distance,-209.7731,-0.6741,30907.2653,31117.0384,SCR,SCR,2017-07-21,321
2018-06-07,rc2_10_10,distance,-23.8662,-0.1089,21886.4638,21910.33,SCR,NBD,2009-01-01,3444
2018-05-29,r1_8_6,distance,-26.836,-0.0866,30967.8578,30994.6938,SCR,SCR,2018-02-23,95
2018-05-23,c2_4_8,distance,-50.6451,-1.1773,4251.1031,4301.7482,SCR,H,2017-03-03,446
2018-05-23,rc2_8_5,distance,-16.0575,-0.0839,19119.974,19136.0315,SCR,BC4,2012-04-05,2239
2018-05-17,rc2_8_3,distance,-11.2885,-0.0782,14431.1115,14442.4,SCR,NBD,2009-01-01,3423
2018-05-15,rc2_10_7,distance,-52.8987,-0.2106,25059.8731,25112.7718,SCR,NB,2014-09-09,1344
2018-05-10,r1_8_5,distance,-60.1611,-0.1784,33663.612,33723.7731,SCR,SCR,2017-08-17,266
2018-05-08,r1_6_4,distance,-2.1459,-0.0136,15770.4967,15772.6426,SCR,EOE,2016-10-31,554
2018-05-08,r1_6_6,distance,-6.6976,-0.0375,17864.5876,17871.2852,SCR,EOE,2016-10-31,554
2018-05-08,rc1_10_6,distance,-36.7342,-0.0814,45073.2744,45110.0086,SCR,EOE,2017-01-24,469
2018-05-08,rc1_10_8,distance,-43.8751,-0.0995,44031.7452,44075.6203,SCR,EOE,2017-01-24,469
2018-05-08,rc2_10_6,distance,-48.9149,-0.1825,26748.841,26797.7559,SCR,NB,2014-09-09,1337
2018-05-04,r1_6_5,distance,-145.3294,-0.7419,19443.5612,19588.8906,SCR,EOE,2016-10-31,550
2018-05-04,r1_8_2,distance,-42.3566,-0.1302,32485.8126,32528.1692,SCR,SCR,2017-07-27,281
2018-05-04,r1_10_10,distance,-65.5515,-0.1375,47623.0444,47688.5959,SCR,SCR,2017-07-31,277
2018-05-04,rc2_10_5,distance,-35.9735,-0.1325,27104.7965,27140.77,SCR,NBD,2009-01-01,3410
2018-04-24,r2_4_10,distance,-7.3715,-0.1274,5779.0301,5786.4016,SCR,Q,2017-11-15,160
2018-04-19,rc1_8_2,distance,-85.5506,-0.297,28716.3412,28801.8918,SCR,SCR,2017-07-12,281
2018-04-19,r1_10_7,distance,-15.8596,-0.0359,44171.7156,44187.5752,SCR,EOE,2018-04-10,9
2018-04-19,r2_10_2,distance,-10.1033,-0.0302,33449.2167,33459.32,SCR,NBD,2009-01-01,3395
2018-04-19,rc1_10_9,distance,-3.4095,-0.0077,44066.1562,44069.5657,SCR,EOE,2017-01-24,450
2018-04-17,r1_6_2,distance,-45.2957,-0.2416,18705.0038,18750.2995,SCR,EOE,2016-10-31,533
2018-04-17,r1_10_4,distance,-40.8747,-0.0958,42603.7856,42644.6603,SCR,EOE,2018-04-10,7
2018-04-17,r1_10_9,distance,-163.1249,-0.3285,49496.3631,49659.488,SCR,EOE,2018-04-10,7
2018-04-12,r1_6_8,distance,-13.9709,-0.0893,15622.782,15636.7529,SCR,EOE,2016-10-31,528
2018-04-12,rc2_10_2,distance,-6.0521,-0.0231,26188.4828,26194.5349,SCR,SCR,2017-11-21,142
2018-04-10,r1_10_4,distance,-52.6397,-0.1233,42644.6603,42697.3,EOE,SCR,2017-08-18,235
2018-04-10,r1_10_7,distance,-112.1095,-0.2531,44187.5752,44299.6847,EOE,SCR,2017-08-23,230
2018-04-10,r1_10_9,distance,-240.8707,-0.4827,49659.488,49900.3587,EOE,SCR,2017-08-21,232
2018-04-05,r1_6_7,distance,-11.2353,-0.0679,16544.6878,16555.9231,SCR,EOE,2016-10-31,521
2018-04-03,rc1_10_1,distance,-62.3199,-0.1351,46075.6869,46138.0068,SCR,EOE,2017-01-24,434
2018-03-29,r1_6_9,distance,-32.5159,-0.1742,18637.2352,18669.7511,SCR,EOE,2016-10-31,514
2018-03-29,r1_6_10,distance,-17.7756,-0.1002,17731.0579,17748.8335,SCR,EOE,2016-10-31,514
2018-03-29,r1_10_2,distance,-204.8765,-0.4198,48596.9895,48801.866,SCR,SCR,2017-08-16,225
2018-03-29,r1_10_6,distance,-191.3672,-0.4039,47182.7854,47374.1526,SCR,SCR,2018-03-23,6
2018-03-23,r1_10_3,distance,-162.2935,-0.3599,44935.7999,45098.0934,SCR,Q,2018-03-19,4
2018-03-23,r1_10_6,distance,-100.2017,-0.2111,47374.1526,47474.3543,SCR,Q,2018-03-19,4
2018-03-22,r1_10_1,distance,-37.2816,-0.0697,53435.9813,53473.2629,SCR,Q,2016-09-27,541
2018-03-19,c2_8_2,distance,-0.7397,-0.006,12285.3147,12286.0544,Q,Q,2018-02-08,39
2018-03-19,c1_10_7,distance,-58.0418,-0.1336,43395.8804,43453.9222,Q,Q,2014-04-11,1438
2018-03-19,c1_10_10,distance,-0.2855,-0.0007,39857.0132,39857.2987,Q,SCR,2018-01-05,73
2018-03-19,r1_10_3,distance,-39.119,-0.0867,45098.0934,45137.2124,Q,SCR,2017-08-16,215
2018-03-19,r1_10_6,distance,-29.564,-0.0622,47474.3543,47503.9183,Q,SCR,2017-08-21,210
2018-03-13,r1_8_3,distance,-52.7581,-0.1794,29361.5948,29414.3529,SCR,EOE,2016-09-13,546
2018-03-13,r2_8_5,distance,-9.519,-0.0392,24276.3678,24285.8868,SCR,BC4,2012-04-05,2168
2018-03-06,r1_4_2,distance,-1.7306,-0.0194,8907.1423,8908.8729,SCR,SCR,2018-03-01,5
2018-03-06,r1_4_5,distance,-2.9934,-0.0324,9222.9978,9225.9912,SCR,Q,2018-01-08,57
2018-03-01,r1_4_2,distance,-1.2198,-0.0137,8908.8729,8910.0927,SCR,Q,2018-02-08,21
2018-03-01,r1_8_1,distance,-22.6285,-0.0614,36822.1554,36844.7839,SCR,Q,2018-02-08,21
2018-03-01,r2_8_1,distance,-1.8909,-0.0067,28112.3572,28114.2481,SCR,BC4,2012-04-05,2156
2018-02-23,r1_8_6,distance,-42.6093,-0.1373,30994.6938,31037.3031,SCR,EOE,2016-09-13,528
2018-02-23,r1_8_7,distance,-15.0965,-0.0522,28898.8946,28913.9911,SCR,EOE,2016-09-13,528
2018-02-23,r1_8_8,distance,-18.2636,-0.0659,27687.828,27706.0916,SCR,Q,2018-02-08,15
2018-02-08,r1_4_2,distance,-0.4445,-0.005,8910.0927,8910.5372,Q,Q,2018-01-08,31
2018-02-08,r1_4_3,distance,-6.2679,-0.0802,7808.3404,7814.6083,Q,Q,2018-01-08,31
2018-02-08,c2_8_2,distance,-0.5945,-0.0048,12286.0544,12286.6489,Q,BC4,2012-04-05,2135
2018-02-08,r1_8_1,distance,-7.2761,-0.0197,36844.7839,36852.06,Q,NBD,2009-01-01,3325
2018-02-08,r1_8_8,distance,-16.3455,-0.059,27706.0916,27722.4371,Q,SCR,2017-11-21,79
2018-01-24,rc2_10_4,distance,-8.309,-0.0528,15733.251,15741.56,SCR,NBD,2009-01-01,3310
2018-01-23,c1_10_9,distance,-6.8152,-0.0169,40353.5153,40360.3305,SCR,Q,2017-01-26,362
2018-01-16,r1_8_10,distance,-5.5749,-0.018,31031.2729,31036.8478,SCR,EOE,2016-09-13,490
2018-01-08,r1_4_2,distance,-1.3465,-0.0151,8910.5372,8911.8837,Q,SCR,2017-11-21,48
2018-01-08,r1_4_3,distance,-2.0565,-0.0263,7814.6083,7816.6648,Q,Q,2017-12-04,35
2018-01-08,r1_4_5,distance,-0.2229,-0.0024,9225.9912,9226.2141,Q,Q,2016-06-06,581
2018-01-08,c2_8_9,distance,-1.0859,-0.0094,11592.523,11593.6089,Q,Q,2017-12-04,35
2018-01-05,c1_10_10,distance,-1.3387,-0.0034,39857.2987,39858.6374,SCR,Q,2017-01-26,344
2018-01-05,r2_10_6,distance,-3.5096,-0.0117,30070.0904,30073.6,SCR,NBD,2009-01-01,3291
2018-01-03,r1_8_9,distance,-28.0469,-0.0866,32358.4385,32386.4854,SCR,EOE,2016-09-13,477
2017-12-04,r1_4_3,distance,-1.5362,-0.0196,7816.6648,7818.201,Q,SCR,2017-11-21,13
2017-12-04,r1_4_6,distance,-14.2193,-0.1698,8358.6859,8372.9052,Q,Q,2016-06-22,530
2017-12-04,r1_4_7,distance,-0.7,-0.0092,7616.1532,7616.8532,Q,SCR,2017-11-21,13
2017-12-04,c2_8_9,distance,-11.7405,-0.1012,11593.6089,11605.3494,Q,Q,2016-07-08,514
2017-11-21,r1_4_2,distance,-11.6133,-0.1301,8911.8837,8923.497,SCR,Q,2016-06-06,533
2017-11-21,r1_4_3,distance,-0.8887,-0.0114,7818.201,7819.0897,SCR,Q,2015-11-18,734
2017-11-21,r1_4_7,distance,-0.6953,-0.0091,7616.8532,7617.5485,SCR,Q,2017-11-15,6
2017-11-21,r1_8_8,distance,-7.8926,-0.0285,27722.4371,27730.3297,SCR,EOE,2016-09-13,434
2017-11-21,rc1_8_5,distance,-127.6875,-0.4267,29796.6722,29924.3597,SCR,Q,2017-11-15,6
2017-11-21,rc2_10_2,distance,-133.3883,-0.5066,26194.5349,26327.9232,SCR,VCGP,2012-07-31,1939
2017-11-21,rc2_10_3,distance,-14.6527,-0.0732,19996.1748,20010.8275,SCR,EOE,2016-09-13,434
2017-11-15,r1_4_7,distance,-1.4962,-0.0196,7617.5485,7619.0447,Q,Q,2015-05-06,924
2017-11-15,r2_4_10,distance,-5.2998,-0.0915,5786.4016,5791.7014,Q,Q,2017-10-17,29
2017-11-15,rc2_4_8,distance,-0.0565,-0.0012,4792.6948,4792.7513,Q,Q,2016-10-16,395
2017-11-15,rc2_4_9,distance,-0.694,-0.0152,4551.111,4551.805,Q,NBD,2009-01-01,3240
2017-11-15,rc2_6_4,distance,-2.0522,-0.029,7065.7173,7067.7695,Q,Q,2017-10-06,40
2017-11-15,rc1_8_5,distance,-19.4207,-0.0649,29924.3597,29943.7804,Q,Q,2017-10-17,29
2017-10-17,r2_4_10,distance,-0.089,-0.0015,5791.7014,5791.7904,Q,NBD,2009-01-01,3211
2017-10-17,rc1_4_5,distance,-5.4742,-0.0669,8172.643,8178.1172,Q,SCR,2017-10-09,8
2017-10-17,rc1_8_5,distance,-69.3842,-0.2312,29943.7804,30013.1646,Q,SCR,2017-07-24,85
2017-10-16,rc1_8_10,distance,-79.65,-0.2789,28474.3506,28554.0006,SCR,Q,2017-10-03,13
2017-10-09,rc1_4_5,distance,-3.9228,-0.0479,8178.1172,8182.04,SCR,Q,2016-06-22,474
2017-10-06,rc2_6_4,distance,-5.8305,-0.0824,7067.7695,7073.6,Q,JG,2017-06-19,109
2017-10-03,rc1_4_3,distance,-4.4163,-0.0586,7533.0537,7537.47,Q,Q,2016-06-22,468
2017-10-03,rc1_4_9,distance,-17.817,-0.2298,7733.813,7751.63,Q,Q,2015-12-31,642
2017-10-03,rc1_8_10,distance,-55.812,-0.1951,28554.0006,28609.8126,Q,SCR,2017-07-17,78
2017-10-02,rc1_8_3,distance,-80.731,-0.2908,27684.6733,27765.4043,SCR,SCR,2017-07-20,74
2017-09-29,rc1_6_1,distance,-17.1638,-0.1008,17014.1662,17031.33,SCR,Q,2014-11-28,1036
2017-09-25,rc2_4_7,distance,-1.8645,-0.0349,5334.7155,5336.58,Q,NBD,2009-01-01,3189
2017-09-18,r1_10_8,distance,-32.868,-0.0774,42452.512,42485.38,SCR,MB2,2012-07-18,1888
2017-09-13,r1_10_5,distance,-262.0644,-0.5125,50876.2056,51138.27,SCR,EOE,2016-08-01,408
2017-09-11,rc1_10_5,distance,-31.3164,-0.0691,45313.3836,45344.7,SCR,EOE,2017-01-24,230
2017-09-11,rc1_10_7,distance,-82.2742,-0.1841,44604.3358,44686.61,SCR,EOE,2017-01-24,230
2017-09-11,rc1_10_10,distance,-92.337,-0.211,43679.613,43771.95,SCR,EOE,2017-01-24,230
2017-09-07,r1_4_8,distance,-5.7864,-0.0797,7257.2836,7263.07,Q,Q,2015-06-29,801
2017-09-07,rc1_6_7,distance,-28.2444,-0.1754,16077.1157,16105.3601,Q,SCR,2017-07-17,52
2017-09-04,rc1_10_2,distance,-1.7408,-0.004,43971.1292,43972.87,SCR,EOE,2017-01-24,223
2017-09-04,rc1_10_3,distance,-12.1744,-0.0287,42347.8256,42360.0,SCR,EOE,2017-01-24,223
2017-09-04,rc1_10_4,distance,-19.5909,-0.0472,41507.2691,41526.86,SCR,EOE,2017-01-24,223
2017-08-23,r1_10_7,distance,-135.8153,-0.3056,44299.6847,44435.5,SCR,MB2,2012-07-18,1862
2017-08-21,r1_10_6,distance,-132.1817,-0.2775,47503.9183,47636.1,SCR,EOE,2016-08-01,385
2017-08-21,r1_10_9,distance,-97.6413,-0.1953,49900.3587,49998.0,SCR,EOE,2016-08-01,385
2017-08-18,r1_10_4,distance,-31.83,-0.0745,42697.3,42729.13,SCR,Q,2016-09-27,325
2017-08-17,r1_8_5,distance,-137.6569,-0.4065,33723.7731,33861.43,SCR,VCGP,2012-07-31,1843
2017-08-16,r1_10_2,distance,-283.434,-0.5774,48801.866,49085.3,SCR,EOE,2016-08-01,380
2017-08-16,r1_10_3,distance,-14.4676,-0.032,45137.2124,45151.68,SCR,EOE,2016-08-01,380
2017-08-14,r2_6_4,distance,-10.7838,-0.1343,8018.5862,8029.37,Q,VCGP,2012-07-31,1840
2017-08-14,c1_8_9,distance,-26.3071,-0.1081,24300.2069,24326.514,Q,SCR,2017-07-31,14
2017-07-31,c1_8_9,distance,-15.556,-0.0639,24326.514,24342.07,SCR,Q,2014-10-28,1007
2017-07-31,r1_10_10,distance,-442.6741,-0.9197,47688.5959,48131.27,SCR,EOE,2016-08-01,364
2017-07-27,r1_8_2,distance,-70.3408,-0.2158,32528.1692,32598.51,SCR,VCGP,2012-07-31,1822
2017-07-24,rc1_8_5,distance,-95.4754,-0.3171,30013.1646,30108.64,SCR,Q,2016-08-18,340
2017-07-24,rc1_8_6,distance,-177.8887,-0.5924,29850.7913,30028.68,SCR,Q,2016-08-18,340
2017-07-24,rc1_8_7,distance,-507.0962,-1.7026,29276.5338,29783.63,SCR,Q,2015-12-31,571
2017-07-24,rc1_8_9,distance,-226.6458,-0.7824,28740.4442,28967.09,SCR,Q,2016-08-18,340
2017-07-21,rc1_8_1,distance,-484.5316,-1.5333,31117.0384,31601.57,SCR,Q,2015-12-31,568
2017-07-20,rc1_8_3,distance,-80.6957,-0.2898,27765.4043,27846.1,SCR,Q,2016-08-18,336
2017-07-17,rc1_6_7,distance,-0.3199,-0.002,16105.3601,16105.68,SCR,Q,2015-04-13,826
2017-07-17,rc1_8_4,distance,-64.8429,-0.2416,26774.9271,26839.77,SCR,Q,2016-08-18,333
2017-07-17,rc1_8_10,distance,-113.3874,-0.3948,28609.8126,28723.2,SCR,Q,2016-08-18,333
2017-07-12,rc1_8_2,distance,-122.4182,-0.4232,28801.8918,28924.31,SCR,Q,2016-08-18,328
2017-07-11,rc1_8_8,distance,-269.1535,-0.926,28797.3865,29066.54,SCR,Q,2016-08-18,327
2017-07-07,c1_6_8,distance,-32.6563,-0.2264,14389.8237,14422.48,Q,Q,2014-06-24,1109
2017-07-06,c2_6_9,distance,-20.3872,-0.2567,7921.1828,7941.57,Q,Q,2016-07-27,344
2017-07-03,r2_6_8,distance,-1.6252,-0.0215,7572.7648,7574.39,Q,NBD,2009-01-01,3105
2017-06-29,c2_6_3,distance,-2.4586,-0.0327,7520.6614,7523.12,Q,VCGP,2012-07-31,1794
2017-06-29,c1_8_2,distance,-161.0007,-0.6018,26591.8693,26752.87,Q,Q,2016-07-08,356
2017-06-29,c1_8_3,distance,-7.9748,-0.0329,24249.3452,24257.32,Q,Q,2015-05-27,764
2017-06-19,rc2_6_4,distance,-2.89,-0.0408,7073.6,7076.49,JG,VCGP,2012-07-31,1784
2017-03-03,c2_4_8,distance,-1.9418,-0.0451,4301.7482,4303.69,H,VCGP,2012-07-31,1676
2017-01-26,c1_6_6,distance,-58.0462,-0.3649,15847.6138,15905.66,Q,Q,2015-11-18,435
2017-01-26,c1_6_7,distance,-174.2158,-1.0938,15752.9542,15927.17,Q,Q,2014-04-14,1018
2017-01-26,c1_10_9,distance,-186.2695,-0.4594,40360.3305,40546.6,Q,Q,2015-11-18,435
2017-01-26,c1_10_10,distance,-64.7726,-0.1622,39858.6374,39923.41,Q,Q,2015-11-18,435
2017-01-24,rc1_10_1,distance,-134.0632,-0.2897,46138.0068,46272.07,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_2,distance,-156.55,-0.3548,43972.87,44129.42,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_3,distance,-127.54,-0.3002,42360.0,42487.54,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_4,distance,-86.72,-0.2084,41526.86,41613.58,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_5,distance,-220.11,-0.4831,45344.7,45564.81,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_6,distance,-193.6614,-0.4275,45110.0086,45303.67,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_7,distance,-217.19,-0.4837,44686.61,44903.8,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_8,distance,-290.3897,-0.6545,44075.6203,44366.01,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_9,distance,-211.2743,-0.4771,44069.5657,44280.84,EOE,VCGP,2012-07-31,1638
2017-01-24,rc1_10_10,distance,-124.83,-0.2844,43771.95,43896.78,EOE,VCGP,2012-07-31,1638
2016-12-23,r1_4_9,distance,-20.3822,-0.2338,8696.8778,8717.26,Q,Q,2016-06-22,184
2016-12-23,rc1_6_2,distance,-60.1755,-0.3765,15920.7545,15980.93,Q,Q,2015-12-31,358
2016-12-23,rc1_6_3,distance,-32.1137,-0.2108,15204.6363,15236.75,Q,Q,2014-11-28,756
2016-12-23,rc1_6_4,distance,-33.5381,-0.2264,14777.6719,14811.21,Q,Q,2014-11-18,766
2016-12-23,rc1_6_5,distance,-96.1144,-0.5768,16566.2356,16662.35,Q,Q,2015-12-31,358
2016-12-23,rc1_6_6,distance,-125.9981,-0.7576,16504.2519,16630.25,Q,Q,2015-12-31,358
2016-12-23,rc1_6_8,distance,-48.4607,-0.3036,15914.9093,15963.37,Q,Q,2015-12-31,358
2016-12-23,rc1_6_9,distance,-64.941,-0.4087,15826.239,15891.18,Q,Q,2015-05-25,578
2016-12-23,rc1_6_10,distance,-43.4732,-0.2766,15675.9868,15719.46,Q,Q,2012-12-31,1453
2016-12-09,r1_4_10,distance,-13.7191,-0.1692,8094.1009,8107.82,Q,Q,2016-01-13,331
2016-12-01,rc1_4_2,distance,-13.1358,-0.1662,7892.5242,7905.66,EOE,VCGP,2012-07-31,1584
2016-12-01,rc1_4_6,distance,-12.4822,-0.1526,8164.9778,8177.46,EOE,Q,2015-06-30,520
2016-12-01,rc1_4_7,distance,-4.9798,-0.0626,7948.5102,7953.49,EOE,Q,2015-07-06,514
2016-12-01,rc1_4_10,distance,-5.1561,-0.0678,7596.0439,7601.2,EOE,Q,2016-06-22,162
2016-10-31,r1_6_2,distance,-14.8205,-0.079,18750.2995,18765.12,EOE,Q,2016-08-18,74
2016-10-31,r1_6_3,distance,-27.367,-0.1611,16956.433,16983.8,EOE,Q,2016-08-18,74
2016-10-31,r1_6_4,distance,-28.3974,-0.1797,15772.6426,15801.04,EOE,Q,2014-10-28,734
2016-10-31,r1_6_5,distance,-87.1494,-0.4429,19588.8906,19676.04,EOE,Q,2016-08-18,74
2016-10-31,r1_6_6,distance,-63.2348,-0.3526,17871.2852,17934.52,EOE,Q,2016-08-18,74
2016-10-31,r1_6_7,distance,-55.9369,-0.3367,16555.9231,16611.86,EOE,Q,2014-11-10,721
2016-10-31,r1_6_8,distance,-13.8271,-0.0883,15636.7529,15650.58,EOE,Q,2014-11-10,721
2016-10-31,r1_6_9,distance,-38.9189,-0.208,18669.7511,18708.67,EOE,VCGP,2012-07-31,1553
2016-10-31,r1_6_10,distance,-1.4065,-0.0079,17748.8335,17750.24,EOE,Q,2016-08-18,74
2016-10-16,rc2_4_8,distance,-0.3087,-0.0064,4792.7513,4793.06,Q,BC4,2012-04-05,1655
2016-09-27,r1_10_1,distance,-28.1271,-0.0526,53473.2629,53501.39,Q,NBD,2009-01-01,2826
2016-09-27,r1_10_4,distance,-58.06,-0.1357,42729.13,42787.19,Q,MB2,2012-07-18,1532
2016-09-13,r1_8_3,distance,-92.0971,-0.3121,29414.3529,29506.45,EOE,VCGP,2012-07-31,1505
2016-09-13,r1_8_6,distance,-117.5669,-0.3774,31037.3031,31154.87,EOE,VCGP,2012-07-31,1505
2016-09-13,r1_8_7,distance,-96.7889,-0.3336,28913.9911,29010.78,EOE,VCGP,2012-07-31,1505
2016-09-13,r1_8_8,distance,-35.7803,-0.1289,27730.3297,27766.11,EOE,VCGP,2012-07-31,1505
2016-09-13,r1_8_9,distance,-243.5046,-0.7463,32386.4854,32629.99,EOE,VCGP,2012-07-31,1505
2016-09-13,r1_8_10,distance,-150.5022,-0.4826,31036.8478,31187.35,EOE,VCGP,2012-07-31,1505
2016-09-13,rc2_10_3,distance,-32.2125,-0.1607,20010.8275,20043.04,EOE,NBD,2009-01-01,2812
2016-09-05,c1_10_8,distance,-1062.7652,-2.4103,43029.9748,44092.74,Q,WA,2016-03-18,171
2016-08-18,r1_6_2,distance,-98.31,-0.5212,18765.12,18863.43,Q,VCGP,2012-07-31,1479
2016-08-18,r1_6_3,distance,-56.6,-0.3322,16983.8,17040.4,Q,VCGP,2012-07-31,1479
2016-08-18,r1_6_5,distance,-95.86,-0.4848,19676.04,19771.9,Q,VCGP,2012-07-31,1479
2016-08-18,r1_6_6,distance,-107.35,-0.595,17934.52,18041.87,Q,VCGP,2012-07-31,1479
