benchmark,clients,instance,when,routes,distance,who,detailed,url
LiLim,600,lc1_6_4,2021-06-12,47,13300.5481,HW,HW,best_known_solutions/LiLim/2021-06-12/lc1_6_4.47_13300.5481.txt
LiLim,600,lc1_6_5,2001-01-01,60,14086.3016,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc1_6_5.60_14086.3016.txt
LiLim,600,lc1_6_6,2003-07-14,60,14090.7906,RP2,SAM::OPT,best_known_solutions/LiLim/2003-07-14/lc1_6_6.60_14090.7906.txt
LiLim,600,lc1_6_7,2003-07-13,60,14083.7563,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-07-13/lc1_6_7.60_14083.7563.txt
LiLim,600,lc1_6_8,2015-12-08,58,14880.6996,CLS,CLS,best_known_solutions/LiLim/2015-12-08/lc1_6_8.58_14880.6996.txt
LiLim,600,lc1_6_9,2020-01-21,53,15207.5760,SCR,SCR,best_known_solutions/LiLim/2020-01-21/lc1_6_9.53_15207.576.txt
LiLim,600,lc1_6_10,2021-12-21,51,15432.5486,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc1_6_10.51_15432.5486.txt
LiLim,600,lc2_6_1,2003-07-14,19,7977.9754,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-07-14/lc2_6_1.19_7977.9754.txt
LiLim,600,lc2_6_2,2020-01-21,18,9900.4846,SCR,SCR,best_known_solutions/LiLim/2020-01-21/lc2_6_2.18_9900.4846.txt
LiLim,600,lc2_6_3,2020-12-02,17,8512.9414,SCR,SCR,best_known_solutions/LiLim/2020-12-02/lc2_6_3.17_8512.9414.txt
LiLim,600,lc2_6_4,2019-11-06,17,7860.3824,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_6_4.17_7860.3824.txt
LiLim,600,lc2_6_5,2019-01-17,18,9051.5286,CVB2,CVB2,best_known_solutions/LiLim/2019-01-17/lc2_6_5.18_9051.5286.txt
LiLim,600,lc2_6_6,2019-11-06,18,8775.5460,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_6_6.18_8775.546.txt
LiLim,600,lc2_6_7,2019-11-06,18,9376.5825,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_6_7.18_9376.5825.txt
LiLim,600,lc2_6_8,2003-07-14,18,7579.9262,RP2,Q,best_known_solutions/LiLim/2003-07-14/lc2_6_8.18_7579.9262.txt
LiLim,600,lc2_6_9,2021-12-21,18,8714.2238,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc2_6_9.18_8714.2238.txt
LiLim,600,lc2_6_10,2019-11-06,17,7946.6021,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_6_10.17_7946.6021.txt
LiLim,600,lr1_6_1,2017-03-17,59,22821.6527,CLS,CLS,best_known_solutions/LiLim/2017-03-17/lr1_6_1.59_22821.6527.txt
LiLim,600,lr1_6_2,2019-01-30,45,20137.2178,SB,SB,best_known_solutions/LiLim/2019-01-30/lr1_6_2.45_20137.2178.txt
LiLim,600,lr1_6_3,2019-11-06,37,17846.1700,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_6_3.37_17846.17.txt
LiLim,600,lr1_6_4,2019-11-06,28,13127.5603,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_6_4.28_13127.5603.txt
LiLim,600,lr1_6_5,2021-03-02,37,23623.5155,HW,HW,best_known_solutions/LiLim/2021-03-02/lr1_6_5.37_23623.5155.txt
LiLim,600,lr1_6_6,2021-12-21,30,23084.5032,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_6_6.30_23084.5032.txt
LiLim,600,lr1_6_7,2021-04-26,24,16963.3726,SCR,SCR,best_known_solutions/LiLim/2021-04-26/lr1_6_7.24_16963.3726.txt
LiLim,600,lr1_6_8,2021-12-21,18,11917.7017,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_6_8.18_11917.7017.txt
LiLim,600,lr1_6_9,2019-11-06,31,21835.8698,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_6_9.31_21835.8698.txt
LiLim,600,lr1_6_10,2021-12-21,25,19298.2466,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_6_10.25_19298.2466.txt
LiLim,600,lr2_6_1,2019-01-30,11,21759.3306,SB,SB,best_known_solutions/LiLim/2019-01-30/lr2_6_1.11_21759.3306.txt
LiLim,600,lr2_6_2,2021-03-02,9,21289.7012,HW,HW,best_known_solutions/LiLim/2021-03-02/lr2_6_2.9_21289.7012.txt
LiLim,600,lr2_6_3,2021-04-26,7,17480.0597,SCR,SCR,best_known_solutions/LiLim/2021-04-26/lr2_6_3.7_17480.0597.txt
LiLim,600,lr2_6_4,2019-11-06,6,10639.0761,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_6_4.6_10639.0761.txt
LiLim,600,lr2_6_5,2021-03-02,8,22625.8932,HW,HW,best_known_solutions/LiLim/2021-03-02/lr2_6_5.8_22625.8932.txt
LiLim,600,lr2_6_6,2020-12-02,7,19099.4890,SCR,SCR,best_known_solutions/LiLim/2020-12-02/lr2_6_6.7_19099.4890.txt
LiLim,600,lr2_6_7,2021-12-21,6,14645.3164,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_6_7.6_14645.3164.txt
LiLim,600,lr2_6_8,2021-12-21,4,12341.8995,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_6_8.4_12341.8995.txt
LiLim,600,lr2_6_9,2019-11-06,8,18259.1969,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_6_9.8_18259.1969.txt
LiLim,600,lr2_6_10,2019-11-06,7,16390.6427,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_6_10.7_16390.6427.txt
LiLim,600,lrc1_6_1,2019-01-30,52,18288.8950,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc1_6_1.52_18288.895.txt
LiLim,600,lrc1_6_2,2019-01-30,43,16515.4064,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc1_6_2.43_16515.4064.txt
LiLim,600,lrc1_6_3,2019-11-06,36,13975.9760,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc1_6_3.36_13975.976.txt
LiLim,600,lrc1_6_4,2019-11-06,25,10800.4446,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc1_6_4.25_10800.4446.txt
LiLim,600,lrc1_6_5,2020-12-01,45,17463.9352,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc1_6_5.45_17463.9352.txt
LiLim,600,lrc1_6_6,2020-12-01,41,19025.3635,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc1_6_6.41_19025.3635.txt
LiLim,600,lrc1_6_7,2020-12-01,37,15914.8525,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc1_6_7.37_15914.8525.txt
LiLim,600,lrc1_6_8,2019-11-06,33,15317.6290,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc1_6_8.33_15317.629.txt
LiLim,600,lrc1_6_9,2020-12-01,33,15344.6389,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc1_6_9.33_15344.6389.txt
LiLim,600,lrc1_6_10,2019-11-06,29,13963.6628,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc1_6_10.29_13963.6628.txt
LiLim,600,lrc2_6_1,2019-11-06,16,14578.9221,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_6_1.16_14578.9221.txt
LiLim,600,lrc2_6_2,2019-11-06,13,13850.2169,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_6_2.13_13850.2169.txt
LiLim,600,lrc2_6_3,2019-11-06,10,12432.9089,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_6_3.10_12432.9089.txt
LiLim,600,lrc2_6_4,2019-11-06,7,9833.9252,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_6_4.7_9833.9252.txt
LiLim,600,lrc2_6_5,2020-12-08,13,14380.3652,HW,HW,best_known_solutions/LiLim/2020-12-08/lrc2_6_5.13_14380.3652.txt
LiLim,600,lrc2_6_6,2020-12-01,12,14962.0824,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc2_6_6.12_14962.0824.txt
LiLim,600,lrc2_6_7,2020-12-03,10,14094.2635,HW,HW,best_known_solutions/LiLim/2020-12-03/lrc2_6_7.10_14094.2635.txt
LiLim,600,lrc2_6_8,2021-12-21,9,13179.5794,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc2_6_8.9_13179.5794.txt
LiLim,600,lrc2_6_9,2021-12-21,8,16309.7754,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc2_6_9.8_16309.7754.txt
LiLim,600,lrc2_6_10,2019-11-06,7,13054.5015,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_6_10.7_13054.5015.txt
LiLim,800,lc1_8_1,2003-06-16,80,25184.3826,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-06-16/lc1_8_1.80_25184.3826.txt
LiLim,800,lc1_8_2,2021-03-02,76,29735.8486,HW,HW,best_known_solutions/LiLim/2021-03-02/lc1_8_2.76_29735.8486.txt
LiLim,800,lc1_8_3,2021-12-21,62,27287.7990,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc1_8_3.62_27287.7990.txt
LiLim,800,lc1_8_4,2020-01-21,59,22686.0848,SCR,SCR,best_known_solutions/LiLim/2020-01-21/lc1_8_4.59_22686.0848.txt
LiLim,800,lc1_8_5,2003-07-12,80,25211.2241,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-07-12/lc1_8_5.80_25211.2241.txt
LiLim,800,lc1_8_6,2003-07-12,80,25164.2534,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-07-12/lc1_8_6.80_25164.2534.txt
LiLim,800,lc1_8_7,2003-07-13,80,25158.3790,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-07-13/lc1_8_7.80_25158.379.txt
LiLim,800,lc1_8_8,2020-12-01,77,26688.1709,HW,HW,best_known_solutions/LiLim/2020-12-01/lc1_8_8.77_26688.1709.txt
LiLim,800,lc1_8_9,2021-12-21,71,26975.6108,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc1_8_9.71_26975.6108.txt
LiLim,800,lc1_8_10,2021-12-21,68,27099.5923,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc1_8_10.68_27099.5923.txt
LiLim,800,lc2_8_1,2003-05-19,24,11687.0563,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-05-19/lc2_8_1.24_11687.0563.txt
LiLim,800,lc2_8_2,2019-01-30,24,13713.1334,SB,SB,best_known_solutions/LiLim/2019-01-30/lc2_8_2.24_13713.1334.txt
LiLim,800,lc2_8_3,2019-11-06,24,12981.3694,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_8_3.24_12981.3694.txt
LiLim,800,lc2_8_4,2021-01-16,23,12917.3406,HW,HW,best_known_solutions/LiLim/2021-01-16/lc2_8_4.23_12917.3406.txt
LiLim,800,lc2_8_5,2016-05-09,25,12298.3297,EOE,EOE,best_known_solutions/LiLim/2016-05-09/lc2_8_5.25_12298.3297.txt
LiLim,800,lc2_8_6,2019-01-30,24,12645.7083,SB,SB,best_known_solutions/LiLim/2019-01-30/lc2_8_6.24_12645.7083.txt
LiLim,800,lc2_8_7,2021-12-21,24,14041.4736,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc2_8_7.24_14041.4736.txt
LiLim,800,lc2_8_8,2021-12-21,23,12924.1013,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc2_8_8.23_12924.1013.txt
LiLim,800,lc2_8_9,2015-11-29,24,11629.4102,CLS,CLS,best_known_solutions/LiLim/2015-11-29/lc2_8_9.24_11629.4102.txt
LiLim,800,lc2_8_10,2019-11-06,23,12226.4219,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_8_10.23_12226.4219.txt
LiLim,800,lr1_8_1,2018-04-06,80,39291.3198,CVB,CVB,best_known_solutions/LiLim/2018-04-06/lr1_8_1.80_39291.3198.txt
LiLim,800,lr1_8_2,2019-11-06,59,34074.4858,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_8_2.59_34074.4858.txt
LiLim,800,lr1_8_3,2020-12-01,44,29225.3625,HW,HW,best_known_solutions/LiLim/2020-12-01/lr1_8_3.44_29225.3625.txt
LiLim,800,lr1_8_4,2021-12-21,25,20675.6955,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_8_4.25_20675.6955.txt
LiLim,800,lr1_8_5,2021-12-21,48,39809.6803,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_8_5.48_39809.6803.txt
LiLim,800,lr1_8_6,2021-12-21,38,36244.9032,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_8_6.38_36244.9032.txt
LiLim,800,lr1_8_7,2021-12-21,30,27078.0889,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_8_7.30_27078.0889.txt
LiLim,800,lr1_8_8,2021-12-21,19,20705.4512,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_8_8.19_20705.4512.txt
LiLim,800,lr1_8_9,2021-12-21,39,38498.9968,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_8_9.39_38498.9968.txt
LiLim,800,lr1_8_10,2021-12-21,30,31091.0696,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_8_10.30_31091.0696.txt
LiLim,800,lr2_8_1,2020-12-01,14,41873.1217,HW,HW,best_known_solutions/LiLim/2020-12-01/lr2_8_1.14_41873.1217.txt
LiLim,800,lr2_8_2,2020-12-24,11,36549.6934,HW,HW,best_known_solutions/LiLim/2020-12-24/lr2_8_2.11_36549.6934.txt
LiLim,800,lr2_8_3,2021-04-26,9,26391.0683,SCR,SCR,best_known_solutions/LiLim/2021-04-26/lr2_8_3.9_26391.0683.txt
LiLim,800,lr2_8_4,2021-12-21,6,20618.0349,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_8_4.6_20618.0349.txt
LiLim,800,lr2_8_5,2021-04-26,11,34816.4985,SCR,SCR,best_known_solutions/LiLim/2021-04-26/lr2_8_5.11_34816.4985.txt
LiLim,800,lr2_8_6,2021-01-16,9,28814.6504,HW,HW,best_known_solutions/LiLim/2021-01-16/lr2_8_6.9_28814.6504.txt
LiLim,800,lr2_8_7,2021-12-21,7,25502.3873,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_8_7.7_25502.3873.txt
LiLim,800,lr2_8_8,2021-04-26,5,18327.2320,SCR,SCR,best_known_solutions/LiLim/2021-04-26/lr2_8_8.5_18327.2320.txt
LiLim,800,lr2_8_9,2019-11-06,10,30515.4950,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_8_9.10_30515.495.txt
LiLim,800,lr2_8_10,2021-01-16,8,30136.8618,HW,HW,best_known_solutions/LiLim/2021-01-16/lr2_8_10.8_30136.8618.txt
LiLim,800,lrc1_8_1,2019-01-17,66,32252.2783,CVB2,CVB2,best_known_solutions/LiLim/2019-01-17/lrc1_8_1.66_32252.2783.txt
LiLim,800,lrc1_8_2,2020-03-13,56,27878.8912,CAINIAO,CAINIAO,best_known_solutions/LiLim/2020-03-13/lrc1_8_2.56_27878.8912.txt
LiLim,800,lrc1_8_3,2019-01-30,48,24371.9460,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc1_8_3.48_24371.946.txt
LiLim,800,lrc1_8_4,2020-12-02,34,18208.5136,SCR,SCR,best_known_solutions/LiLim/2020-12-02/lrc1_8_4.34_18208.5136.txt
LiLim,800,lrc1_8_5,2019-11-06,58,31169.1609,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc1_8_5.58_31169.1609.txt
LiLim,800,lrc1_8_6,2020-12-01,54,28961.6569,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc1_8_6.54_28961.6569.txt
LiLim,800,lrc1_8_7,2021-12-21,50,28768.3951,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc1_8_7.50_28768.3951.txt
LiLim,800,lrc1_8_8,2020-01-21,44,26902.9309,SCR,SCR,best_known_solutions/LiLim/2020-01-21/lrc1_8_8.44_26902.9309.txt
LiLim,800,lrc1_8_9,2021-12-21,44,24854.9631,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc1_8_9.44_24854.9631.txt
LiLim,800,lrc1_8_10,2021-12-21,39,24622.5870,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc1_8_10.39_24622.5870.txt
LiLim,800,lrc2_8_1,2019-01-17,20,23074.2155,CVB2,CVB2,best_known_solutions/LiLim/2019-01-17/lrc2_8_1.20_23074.2155.txt
LiLim,800,lrc2_8_2,2019-11-06,17,22220.9497,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_8_2.17_22220.9497.txt
LiLim,800,lrc2_8_3,2019-11-06,14,20379.2584,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_8_3.14_20379.2584.txt
LiLim,800,lrc2_8_4,2021-12-21,11,14711.7976,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc2_8_4.11_14711.7976.txt
LiLim,800,lrc2_8_5,2020-04-08,16,23602.4356,CAINIAO,CAINIAO,best_known_solutions/LiLim/2020-04-08/lrc2_8_5.16_23602.4356.txt
LiLim,800,lrc2_8_6,2019-11-06,15,22591.2594,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_8_6.15_22591.2594.txt
LiLim,800,lrc2_8_7,2020-12-01,13,25436.7909,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc2_8_7.13_25436.7909.txt
LiLim,800,lrc2_8_8,2021-01-16,11,22604.3608,HW,HW,best_known_solutions/LiLim/2021-01-16/lrc2_8_8.11_22604.3608.txt
LiLim,800,lrc2_8_9,2021-12-21,10,22594.6860,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc2_8_9.10_22594.6860.txt
LiLim,800,lrc2_8_10,2021-12-21,9,19604.1227,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc2_8_10.9_19604.1227.txt
LiLim,1000,lc1_10_1,2003-04-23,100,42488.6570,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-04-23/lc1_10_1.100_42488.657.txt
LiLim,1000,lc1_10_2,2019-01-30,94,44548.5117,SB,SB,best_known_solutions/LiLim/2019-01-30/lc1_10_2.94_44548.5117.txt
LiLim,1000,lc1_10_3,2021-12-21,78,45906.3018,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc1_10_3.78_45906.3018.txt
LiLim,1000,lc1_10_4,2021-12-21,72,37782.1652,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc1_10_4.72_37782.1652.txt
LiLim,1000,lc1_10_5,2003-08-10,100,42477.4137,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-08-10/lc1_10_5.100_42477.4137.txt
LiLim,1000,lc1_10_6,2003-08-11,101,42838.3948,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-08-11/lc1_10_6.101_42838.3948.txt
LiLim,1000,lc1_10_7,2003-01-01,100,42854.9853,TS,SAM::OPT,best_known_solutions/LiLim/2003-01-01/lc1_10_7.100_42854.9853.txt
LiLim,1000,lc1_10_8,2018-03-31,98,42949.5645,Shobb,Shobb,best_known_solutions/LiLim/2018-03-31/lc1_10_8.98_42949.5645.txt
LiLim,1000,lc1_10_9,2021-12-21,90,43564.0149,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc1_10_9.90_43564.0149.txt
LiLim,1000,lc1_10_10,2021-12-21,86,42929.1538,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc1_10_10.86_42929.1538.txt
LiLim,1000,lc2_10_1,2003-01-01,30,16879.2419,TS,SAM::OPT,best_known_solutions/LiLim/2003-01-01/lc2_10_1.30_16879.2419.txt
LiLim,1000,lc2_10_2,2021-12-21,30,20764.0938,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc2_10_2.30_20764.0938.txt
LiLim,1000,lc2_10_3,2021-12-21,29,19299.4838,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc2_10_3.29_19299.4838.txt
LiLim,1000,lc2_10_4,2019-11-06,29,17886.9744,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_10_4.29_17886.9744.txt
LiLim,1000,lc2_10_5,2005-02-25,31,17137.5280,RP2,K,best_known_solutions/LiLim/2005-02-25/lc2_10_5.31_17137.528.txt
LiLim,1000,lc2_10_6,2021-12-21,30,19387.7458,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lc2_10_6.30_19387.7458.txt
LiLim,1000,lc2_10_7,2019-11-06,31,18389.3693,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_10_7.31_18389.3693.txt
LiLim,1000,lc2_10_8,2019-01-30,30,17015.0291,SB,SB,best_known_solutions/LiLim/2019-01-30/lc2_10_8.30_17015.0291.txt
LiLim,1000,lc2_10_9,2019-11-06,30,18225.3026,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_10_9.30_18225.3026.txt
LiLim,1000,lc2_10_10,2019-11-06,29,17043.6421,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc2_10_10.29_17043.6421.txt
LiLim,1000,lr1_10_1,2018-08-22,100,56744.9118,EMIF,EMIF,best_known_solutions/LiLim/2018-08-22/lr1_10_1.100_56744.9118.txt
LiLim,1000,lr1_10_2,2019-11-06,80,49349.8412,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_10_2.80_49349.8412.txt
LiLim,1000,lr1_10_3,2021-12-21,54,41483.8892,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_10_3.54_41483.8892.txt
LiLim,1000,lr1_10_4,2021-04-26,27,30792.8705,SCR,SCR,best_known_solutions/LiLim/2021-04-26/lr1_10_4.27_30792.8705.txt
LiLim,1000,lr1_10_5,2023-03-08,58,59053.6768,NVIDIA,NVIDIA,best_known_solutions/LiLim/2023-03-08/lr1_10_5.58_59053.6768.txt
LiLim,1000,lr1_10_6,2023-05-18,46,51374.9359,VR,VR,best_known_solutions/LiLim/2023-05-18/lr1_10_6.46_51374.9359.txt
LiLim,1000,lr1_10_7,2021-06-12,35,38563.1965,HW,HW,best_known_solutions/LiLim/2021-06-12/lr1_10_7.35_38563.1965.txt
LiLim,1000,lr1_10_8,2021-12-21,24,29613.2681,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_10_8.24_29613.2681.txt
LiLim,1000,lr1_10_9,2021-12-21,47,54582.2490,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_10_9.47_54582.2490.txt
LiLim,1000,lr1_10_10,2021-12-21,38,45510.7058,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr1_10_10.38_45510.7058.txt
LiLim,1000,lr2_10_1,2021-12-21,17,62859.2910,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_10_1.17_62859.2910.txt
LiLim,1000,lr2_10_2,2021-04-26,14,51357.3044,SCR,SCR,best_known_solutions/LiLim/2021-04-26/lr2_10_2.14_51357.3044.txt
LiLim,1000,lr2_10_3,2021-12-21,10,42908.3328,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_10_3.10_42908.3328.txt
LiLim,1000,lr2_10_4,2021-04-26,8,26595.3914,SCR,SCR,best_known_solutions/LiLim/2021-04-26/lr2_10_4.8_26595.3914.txt
LiLim,1000,lr2_10_5,2023-03-08,13,55038.2097,NVIDIA,NVIDIA,best_known_solutions/LiLim/2023-03-08/lr2_10_5.13_55038.2097.txt
LiLim,1000,lr2_10_6,2021-12-21,11,46253.3748,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_10_6.11_46253.3748.txt
LiLim,1000,lr2_10_7,2021-12-21,8,39648.5445,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_10_7.8_39648.5445.txt
LiLim,1000,lr2_10_8,2021-12-21,6,26744.4884,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_10_8.6_26744.4884.txt
LiLim,1000,lr2_10_9,2023-02-22,12,50781.8317,NVIDIA,NVIDIA,best_known_solutions/LiLim/2023-02-22/lr2_10_9.12_50781.8317.txt
LiLim,1000,lr2_10_10,2021-12-21,10,44888.9910,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lr2_10_10.10_44888.9910.txt
LiLim,1000,lrc1_10_1,2019-01-30,82,49111.7830,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc1_10_1.82_49111.783.txt
LiLim,1000,lrc1_10_2,2020-12-01,71,45547.3838,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc1_10_2.71_45547.3838.txt
LiLim,1000,lrc1_10_3,2021-12-21,53,35616.8499,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc1_10_3.53_35616.8499.txt
LiLim,1000,lrc1_10_4,2021-12-21,40,27211.8738,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc1_10_4.40_27211.8738.txt
LiLim,1000,lrc1_10_5,2021-03-02,72,50323.0431,HW,HW,best_known_solutions/LiLim/2021-03-02/lrc1_10_5.72_50323.0431.txt
LiLim,1000,lrc1_10_6,2020-12-01,67,45115.2217,HW,HW,best_known_solutions/LiLim/2020-12-01/lrc1_10_6.67_45115.2217.txt
LiLim,1000,lrc1_10_7,2020-12-24,60,41560.5216,HW,HW,best_known_solutions/LiLim/2020-12-24/lrc1_10_7.60_41560.5216.txt
LiLim,1000,lrc1_10_8,2021-12-21,55,40770.0983,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc1_10_8.55_40770.0983.txt
LiLim,1000,lrc1_10_9,2021-12-21,52,40934.2660,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc1_10_9.52_40934.2660.txt
LiLim,1000,lrc1_10_10,2021-12-21,47,36539.0333,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc1_10_10.47_36539.0333.txt
LiLim,1000,lrc2_10_1,2019-11-06,22,34463.4648,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_10_1.22_34463.4648.txt
LiLim,1000,lrc2_10_2,2020-12-11,19,38619.1328,HW,HW,best_known_solutions/LiLim/2020-12-11/lrc2_10_2.19_38619.1328.txt
LiLim,1000,lrc2_10_3,2020-12-24,16,27218.0784,HW,HW,best_known_solutions/LiLim/2020-12-24/lrc2_10_3.16_27218.0784.txt
LiLim,1000,lrc2_10_4,2021-12-21,11,23212.4570,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc2_10_4.11_23212.4570.txt
LiLim,1000,lrc2_10_5,2021-12-21,16,40638.1286,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc2_10_5.16_40638.1286.txt
LiLim,1000,lrc2_10_6,2019-11-06,17,30910.6526,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_10_6.17_30910.6526.txt
LiLim,1000,lrc2_10_7,2020-01-21,15,33275.2411,SCR,SCR,best_known_solutions/LiLim/2020-01-21/lrc2_10_7.15_33275.2411.txt
LiLim,1000,lrc2_10_10,2021-12-21,11,29085.2825,SCR,SCR,best_known_solutions/LiLim/2021-12-21/lrc2_10_10.11_29085.2825.txt
GehringHomberger,200,c1_2_1,2001-01-01,20,2704.5678,GH,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c1_2_1.20_2704.5678.txt
GehringHomberger,200,c1_2_2,2001-01-01,18,2917.8920,BVH,SCR,best_known_solutions/GehringHomberger/2001-01-01/c1_2_2.18_2917.892.txt
GehringHomberger,200,c1_2_3,2007-09-20,18,2707.3454,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/c1_2_3.18_2707.3454.txt
